DATE,BAMLCC0A0CMTRIV,BAMLHYH0A0HYM2TRIV,CORESTICKM159SFRBATL,CSUSHPINSA,GDP,GS1,GS10,GS30,GS5,PCEPI,PCEPILFE,SPY,T10Y2YM,UNRATE,WFRBST01134,WILL5000INDFC,WILLSMLCAP
2003-01-01,1328.32,354.35,2.7875531000000002,0.005287855167605438,0.012406962547147904,1.36,4.05,5.14,3.05,81.664,84.223,-0.013478921995791704,2.31,5.8,0.0,0.031027104136947207,0.02453683125909145
2003-02-01,1332.92,364.99,2.7046593999999997,0.007652385331109902,0.012406962547147904,1.3,3.9,5.02,2.9,82.009,84.339,-0.0018846171523058122,2.27,5.9,0.0,0.0036576444769569343,-0.004448690848681824
2003-03-01,1360.72,369.9,2.6277872,0.009133232282612092,0.012406962547147904,1.24,3.81,5.03,2.78,82.219,84.47399999999999,0.08461182640103447,2.24,5.9,0.8000000000000007,-0.006326758466691507,-0.004670608459595549
2003-04-01,1362.96,380.98,2.4593491000000003,0.010345699637517304,0.022443936345894592,1.27,3.96,5.13,2.93,82.08,84.568,0.0548361743080763,2.34,6.0,0.0,0.025473071324599642,0.02203309223179195
2003-05-01,1389.02,402.77,2.3483407000000005,0.01051282245769447,0.022443936345894592,1.18,3.57,4.76,2.52,81.986,84.69,0.007013924920492798,2.15,6.1,0.0,0.0156462585034014,0.02146241256567727
2003-06-01,1432.09,406.33,2.27155,0.01066616626008643,0.022443936345894592,1.01,3.33,4.62,2.27,82.074,84.738,0.018027266763103626,2.1,6.3,0.3000000000000007,0.003846153846153833,0.005869801619515558
2003-07-01,1427.08,417.19,2.2372080000000003,0.00978863092850868,0.01777218661656188,1.12,3.98,5.13,2.87,82.315,84.949,0.02062584787831634,2.51,6.2,0.0,0.013170272812794035,0.02056450830385104
2003-08-01,1371.15,409.89,2.1655338,0.00817128063310868,0.01777218661656188,1.31,4.45,5.45,3.37,82.59299999999999,85.045,-0.014688534805036848,2.59,6.1,0.0,0.0012468827930174342,-0.006081276444980244
2003-09-01,1380.18,417.32,2.1842474999999997,0.006565748677731298,0.01777218661656188,1.24,4.27,5.28,3.18,82.852,85.164,0.053526825018314066,2.56,6.1,0.3999999999999986,0.013855421686746805,0.017043818317729498
2003-10-01,1429.69,429.19,2.1611133,0.005725674941112535,0.012844885686098316,1.25,4.29,5.3,3.19,82.86200000000001,85.32,0.01092112029664416,2.54,6.0,0.0,0.0029806259314455463,0.0069460727738916974
2003-11-01,1413.33,437.53,2.0365931,0.0062191474795516575,0.012844885686098316,1.34,4.3,5.25,3.29,82.96700000000001,85.43700000000001,0.045373434815597184,2.37,5.8,0.0,0.00918484500574035,0.01580546435844643
2003-12-01,1416.08,443.87,1.976213,0.0077205145099839,0.012844885686098316,1.31,4.27,5.21,3.27,83.15,85.544,0.01976998579951461,2.36,5.7,0.6999999999999993,-0.0027979854504757147,-0.0016977731342958655
2004-01-01,1438.7,454.1,1.9607229,0.009409691129020679,0.015881984463050003,1.24,4.15,5.13,3.12,83.471,85.76299999999999,0.013570620014876187,2.39,5.7,0.0,-0.002166847237269676,0.005161919203593657
2004-02-01,1454.19,461.43,2.0481366999999997,0.014440611138492043,0.015881984463050003,1.24,4.08,5.08,3.07,83.649,85.902,-0.01669274082836225,2.34,5.6,0.0,0.0029146793852676822,8.549334555030264e-05
2004-03-01,1471.21,461.53,2.1370611,0.014561253739216129,0.015881984463050003,1.19,3.83,4.9,2.79,83.77799999999999,86.046,-0.018921300069342232,2.25,5.8,-0.09999999999999787,-0.005686223830447146,-0.004337158073842606
2004-04-01,1481.4,464.11,2.2577613,0.014735358704054626,0.015891599103924348,1.43,4.35,5.28,3.39,83.934,86.27,0.01712330585006594,2.28,5.6,0.0,0.008659144581474544,0.011547348491434573
2004-05-01,1440.0,460.94,2.2378638,0.01472362859242371,0.015891599103924348,1.78,4.72,5.51,3.85,84.206,86.38799999999999,0.014797075892281962,2.19,5.6,0.0,0.008902077151335286,0.009835719501286366
2004-06-01,1426.05,453.21,2.3794883999999996,0.0120850136529429,0.015891599103924348,2.12,4.73,5.48,3.93,84.447,86.525,-0.032218659147984496,1.97,5.6,0.2999999999999972,0.0031889449906987717,0.0015346209108155762
2004-07-01,1440.52,461.01,2.2638523999999998,0.009695672723453177,0.018033438743137342,2.1,4.5,5.31,3.69,84.525,86.62799999999999,0.0024359889006131397,1.86,5.5,0.0,-0.00237029233605468,9.748395509978637e-05
2004-08-01,1454.11,466.49,2.2577292,0.008412812961193117,0.018033438743137342,2.02,4.28,5.15,3.47,84.569,86.661,0.005850067448023966,1.77,5.4,0.0,0.0040650406504063605,0.001877851325839286
2004-09-01,1488.21,475.24,2.240201,0.007685017439573948,0.018033438743137342,2.12,4.13,4.98,3.36,84.735,86.823,0.012884708072929294,1.6,5.4,0.3000000000000007,0.011042283867492396,0.012184262805094105
2004-10-01,1491.44,481.43,2.2372194,0.0076647963198741564,0.01916403759048113,2.23,4.1,4.94,3.35,85.09899999999999,87.012,0.0414311141722028,1.52,5.5,0.0,0.003660130718954324,0.006755299831141315
